source_node	target_node	Source Node Attribute	Target Node Attribute
TERC	Q9C0J8	lncRNA	protein
TET2-AS1	Q9C0J8	lncRNA	protein
TEX26-AS1	Q9C0J8	lncRNA	protein
TEX41	P55265	lncRNA	protein
TEX41	Q9C0J8	lncRNA	protein
THAP7-AS1	Q9C0J8	lncRNA	protein
THAP7-AS1	Q5T481	lncRNA	protein
THOC7-AS1	Q9UKA9	lncRNA	protein
THRB-AS1	Q9C0J8	lncRNA	protein
TIPARP-AS1	Q9C0J8	lncRNA	protein
TLR8-AS1	P55265	lncRNA	protein
TLR8-AS1	Q9C0J8	lncRNA	protein
TLX1NB	P55265	lncRNA	protein
TLX1NB	Q9C0J8	lncRNA	protein
TM4SF19-AS1	Q9C0J8	lncRNA	protein
TMEM161B-AS1	P55265	lncRNA	protein
TMEM161B-AS1	Q9C0J8	lncRNA	protein
TMEM212-AS1	Q9C0J8	lncRNA	protein
TMEM254-AS1	Q9C0J8	lncRNA	protein
TMEM44-AS1	Q9C0J8	lncRNA	protein
TMEM51-AS1	P55265	lncRNA	protein
TMEM51-AS1	Q9C0J8	lncRNA	protein
TMEM72-AS1	P55265	lncRNA	protein
TMEM72-AS1	Q9C0J8	lncRNA	protein
TMEM9B-AS1	Q9C0J8	lncRNA	protein
TMLHE-AS1	Q9C0J8	lncRNA	protein
TMPO-AS1	Q9C0J8	lncRNA	protein
TNKS2-AS1	Q9C0J8	lncRNA	protein
TNRC6C-AS1	Q9C0J8	lncRNA	protein
TNR-IT1	Q9C0J8	lncRNA	protein
TOB1-AS1	Q9C0J8	lncRNA	protein
TOLLIP-AS1	Q9C0J8	lncRNA	protein
TP53TG1	Q9C0J8	lncRNA	protein
TP53TG1	Q5T481	lncRNA	protein
TPRG1-AS1	Q9C0J8	lncRNA	protein
TPT1-AS1	P55265	lncRNA	protein
TPT1-AS1	Q9C0J8	lncRNA	protein
TRAF3IP2-AS1	P55265	lncRNA	protein
TRAF3IP2-AS1	Q9C0J8	lncRNA	protein
TRAF3IP2-AS1	Q93062	lncRNA	protein
TRAM2-AS1	Q9C0J8	lncRNA	protein
TRAPPC12-AS1	Q9C0J8	lncRNA	protein
TRHDE-AS1	Q9C0J8	lncRNA	protein
TRIM31-AS1	Q9C0J8	lncRNA	protein
TRPC7-AS1	Q6ZN17	lncRNA	protein
TRPC7-AS1	Q9C0J8	lncRNA	protein
TSIX	Q9C0J8	lncRNA	protein
TTC28-AS1	P55265	lncRNA	protein
TTC28-AS1	Q9C0J8	lncRNA	protein
TTC28-AS1	Q93062	lncRNA	protein
TTC28-AS1	Q5T481	lncRNA	protein
TTC3-AS1	Q9C0J8	lncRNA	protein
TTLL11-IT1	P14866	lncRNA	protein
TTLL11-IT1	Q6ZN17	lncRNA	protein
TTLL11-IT1	Q9C0J8	lncRNA	protein
TTLL7-IT1	Q9C0J8	lncRNA	protein
TTN-AS1	Q9C0J8	lncRNA	protein
TTTY10	Q9C0J8	lncRNA	protein
TTTY11	Q9C0J8	lncRNA	protein
TTTY14	P55265	lncRNA	protein
TTTY14	Q9C0J8	lncRNA	protein
TTTY15	Q9C0J8	lncRNA	protein
TUG1	Q9C0J8	lncRNA	protein
TUG1	Q8TB72	lncRNA	protein
TUG1	Q93062	lncRNA	protein
TUG1	A0AV96	lncRNA	protein
TUG1	Q5T481	lncRNA	protein
TUSC7	Q9C0J8	lncRNA	protein
U73169.1	Q9C0J8	lncRNA	protein
U91319.1	Q9C0J8	lncRNA	protein
U91324.1	Q9C0J8	lncRNA	protein
U91328.2	Q9C0J8	lncRNA	protein
U95743.1	Q9C0J8	lncRNA	protein
UBAC2-AS1	Q9C0J8	lncRNA	protein
UBE2E1-AS1	Q9C0J8	lncRNA	protein
UBE2E2-AS1	Q9C0J8	lncRNA	protein
UBL7-AS1	Q9C0J8	lncRNA	protein
UBOX5-AS1	Q9C0J8	lncRNA	protein
UBXN7-AS1	Q9C0J8	lncRNA	protein
UCHL1-AS1	Q9C0J8	lncRNA	protein
UFL1-AS1	Q9C0J8	lncRNA	protein
UPK1A-AS1	P55265	lncRNA	protein
USP12-AS1	Q9C0J8	lncRNA	protein
USP12-AS2	Q9C0J8	lncRNA	protein
USP27X-AS1	Q9C0J8	lncRNA	protein
USP3-AS1	Q9C0J8	lncRNA	protein
USP46-AS1	Q9C0J8	lncRNA	protein
VAC14-AS1	Q9C0J8	lncRNA	protein
VAV3-AS1	P55265	lncRNA	protein
VAV3-AS1	Q9C0J8	lncRNA	protein
VCAN-AS1	Q9C0J8	lncRNA	protein
VENTXP1	Q9C0J8	lncRNA	protein
VIM-AS1	Q9C0J8	lncRNA	protein
VIPR1-AS1	Q9C0J8	lncRNA	protein
VPS13A-AS1	Q9C0J8	lncRNA	protein
VPS9D1-AS1	Q9C0J8	lncRNA	protein
VWC2L-IT1	P14866	lncRNA	protein
VWC2L-IT1	P55265	lncRNA	protein
VWC2L-IT1	Q9C0J8	lncRNA	protein
WAC-AS1	Q9C0J8	lncRNA	protein
WARS2-IT1	Q9C0J8	lncRNA	protein
WASF3-AS1	Q9C0J8	lncRNA	protein
WASIR2	Q9C0J8	lncRNA	protein
WDFY3-AS1	Q9C0J8	lncRNA	protein
WDFY3-AS2	Q9C0J8	lncRNA	protein
WDR11-AS1	P55265	lncRNA	protein
WDR11-AS1	Q9C0J8	lncRNA	protein
WDR86-AS1	Q9C0J8	lncRNA	protein
WEE2-AS1	P55265	lncRNA	protein
WEE2-AS1	Q9C0J8	lncRNA	protein
WNT5A-AS1	Q9C0J8	lncRNA	protein
WT1-AS	Q9C0J8	lncRNA	protein
WT1-AS	Q96PU8	lncRNA	protein
WWC2-AS2	Q9C0J8	lncRNA	protein
WWC3-AS1	Q9C0J8	lncRNA	protein
WWTR1-AS1	Q9C0J8	lncRNA	protein
WWTR1-IT1	Q9C0J8	lncRNA	protein
XIST	Q9C0J8	lncRNA	protein
XIST	Q8TB72	lncRNA	protein
XIST	Q96PU8	lncRNA	protein
XIST	Q93062	lncRNA	protein
XIST	Q5T481	lncRNA	protein
XXYLT1-AS2	Q9C0J8	lncRNA	protein
YEATS2-AS1	Q9C0J8	lncRNA	protein
YTHDF3-AS1	Q9C0J8	lncRNA	protein
Z69720.2	Q9C0J8	lncRNA	protein
Z83844.2	Q14103	lncRNA	protein
Z83851.1	Q9C0J8	lncRNA	protein
ZBED3-AS1	P55265	lncRNA	protein
ZBED3-AS1	Q9C0J8	lncRNA	protein
ZBED5-AS1	P55265	lncRNA	protein
ZBED5-AS1	Q9C0J8	lncRNA	protein
ZBTB20-AS1	Q9C0J8	lncRNA	protein
ZBTB20-AS3	Q9C0J8	lncRNA	protein
ZBTB20-AS4	Q9C0J8	lncRNA	protein
ZBTB40-IT1	P14866	lncRNA	protein
ZBTB40-IT1	Q9C0J8	lncRNA	protein
ZDHHC20-IT1	Q9C0J8	lncRNA	protein
ZEB1-AS1	Q9C0J8	lncRNA	protein
ZEB1-AS1	Q5T481	lncRNA	protein
ZEB2-AS1	Q9C0J8	lncRNA	protein
ZEB2-AS1	Q5T481	lncRNA	protein
ZFAS1	Q9C0J8	lncRNA	protein
ZFAT-AS1	Q9C0J8	lncRNA	protein
ZFHX4-AS1	P55265	lncRNA	protein
ZFHX4-AS1	Q9C0J8	lncRNA	protein
ZFX-AS1	Q9C0J8	lncRNA	protein
ZMIZ1-AS1	P55265	lncRNA	protein
ZMIZ1-AS1	Q9C0J8	lncRNA	protein
ZMYM4-AS1	Q9C0J8	lncRNA	protein
ZNF197-AS1	Q9C0J8	lncRNA	protein
ZNF252P-AS1	Q9C0J8	lncRNA	protein
ZNF295-AS1	Q9C0J8	lncRNA	protein
ZNF32-AS2	Q9C0J8	lncRNA	protein
ZNF32-AS3	Q9C0J8	lncRNA	protein
ZNF346-IT1	Q9C0J8	lncRNA	protein
ZNF385D-AS1	Q9C0J8	lncRNA	protein
ZNF385D-AS2	Q9C0J8	lncRNA	protein
ZNF503-AS1	P55265	lncRNA	protein
ZNF503-AS1	Q9C0J8	lncRNA	protein
ZNF503-AS2	Q9C0J8	lncRNA	protein
ZNF571-AS1	P14866	lncRNA	protein
ZNF571-AS1	P55265	lncRNA	protein
ZNF571-AS1	Q9C0J8	lncRNA	protein
ZNF582-AS1	P14866	lncRNA	protein
ZNF582-AS1	Q9C0J8	lncRNA	protein
ZNF630-AS1	Q9C0J8	lncRNA	protein
ZNF667-AS1	P55265	lncRNA	protein
ZNF667-AS1	Q9C0J8	lncRNA	protein
ZNF674-AS1	Q9C0J8	lncRNA	protein
ZNRF3-AS1	Q9C0J8	lncRNA	protein
ZNRF3-IT1	P14866	lncRNA	protein
ZNRF3-IT1	P55265	lncRNA	protein
ZNRF3-IT1	Q9C0J8	lncRNA	protein
ZRANB2-AS1	Q9C0J8	lncRNA	protein
ZRANB2-AS2	Q9C0J8	lncRNA	protein
TMEM72-AS1	P31943	lncRNA	protein
KCNQ1OT1	P31943	lncRNA	protein
LINC00958	P31943	lncRNA	protein
NEAT1	P31943	lncRNA	protein
MALAT1	P31943	lncRNA	protein
RAB30-AS1	P31943	lncRNA	protein
HOXC-AS1	P31943	lncRNA	protein
HOXC5	P31943	lncRNA	protein
DLEU2	P31943	lncRNA	protein
DLEU1	P31943	lncRNA	protein
RNF219-AS1	P31943	lncRNA	protein
RBM26-AS1	P31943	lncRNA	protein
DICER1-AS1	P31943	lncRNA	protein
LINC00273	P31943	lncRNA	protein
RAMP2-AS1	P31943	lncRNA	protein
HOXB-AS1	P31943	lncRNA	protein
AC002401.1	P31943	lncRNA	protein
LIPE-AS1	P31943	lncRNA	protein
LINC00486	P31943	lncRNA	protein
PCBP1-AS1	P31943	lncRNA	protein
HOXD-AS2	P31943	lncRNA	protein
LARGE-AS1	P31943	lncRNA	protein
GLYCTK-AS1	P31943	lncRNA	protein
SLC7A11-AS1	P31943	lncRNA	protein
HHIP-AS1	P31943	lncRNA	protein
NR2F1-AS1	P31943	lncRNA	protein
HCG18	P31943	lncRNA	protein
C6orf47-AS1	P31943	lncRNA	protein
HOXA-AS3	P31943	lncRNA	protein
ST7-OT4	P31943	lncRNA	protein
PVT1	P31943	lncRNA	protein
RMRP	P31943	lncRNA	protein
GK-AS1	P31943	lncRNA	protein
JPX	P31943	lncRNA	protein
LINC00630	P31943	lncRNA	protein
LINC00632	P31943	lncRNA	protein
LINC00894	P31943	lncRNA	protein
LINC00842	Q00839	lncRNA	protein
NEAT1	Q00839	lncRNA	protein
MALAT1	Q00839	lncRNA	protein
OIP5-AS1	Q00839	lncRNA	protein
LINC00273	Q00839	lncRNA	protein
AC009234.1	Q00839	lncRNA	protein
SLC7A11-AS1	Q00839	lncRNA	protein
DIAPH2-AS1	Q00839	lncRNA	protein
ZMYM4-AS1	P09651	lncRNA	protein
GNG12-AS1	P09651	lncRNA	protein
ZRANB2-AS1	P09651	lncRNA	protein
ZRANB2-AS2	P09651	lncRNA	protein
LAMTOR5-AS1	P09651	lncRNA	protein
LINC00624	P09651	lncRNA	protein
RUSC1-AS1	P09651	lncRNA	protein
RGS5	P09651	lncRNA	protein
DNM3OS	P09651	lncRNA	protein
GAS5	P09651	lncRNA	protein
MIR181A1HG	P09651	lncRNA	protein
IPO9-AS1	P09651	lncRNA	protein
IDI2-AS1	P09651	lncRNA	protein
GATA3-AS1	P09651	lncRNA	protein
CELF2-AS2	P09651	lncRNA	protein
TMEM72-AS1	P09651	lncRNA	protein
ENTPD1-AS1	P09651	lncRNA	protein
AL139819.1	P09651	lncRNA	protein
EMX2OS	P09651	lncRNA	protein
CASC2	P09651	lncRNA	protein
KCNQ1OT1	P09651	lncRNA	protein
TMEM9B-AS1	P09651	lncRNA	protein
SBF2-AS1	P09651	lncRNA	protein
BDNF-AS	P09651	lncRNA	protein
NEAT1	P09651	lncRNA	protein
MALAT1	P09651	lncRNA	protein
RAB30-AS1	P09651	lncRNA	protein
DISC1FP1	P09651	lncRNA	protein
AP000462.2	P09651	lncRNA	protein
A2ML1-AS1	P09651	lncRNA	protein
DLEU2	P09651	lncRNA	protein
DLEU1	P09651	lncRNA	protein
DLEU7-AS1	P09651	lncRNA	protein
DIAPH3-AS1	P09651	lncRNA	protein
PCDH9-AS2	P09651	lncRNA	protein
LINC00402	P09651	lncRNA	protein
MYCBP2-AS1	P09651	lncRNA	protein
RNF219-AS1	P09651	lncRNA	protein
RBM26-AS1	P09651	lncRNA	protein
MIR17HG	P09651	lncRNA	protein
GPC5-IT1	P09651	lncRNA	protein
ANKRD10-IT1	P09651	lncRNA	protein
LINC00641	P09651	lncRNA	protein
LINC00645	P09651	lncRNA	protein
LINC00609	P09651	lncRNA	protein
LINC00871	P09651	lncRNA	protein
HIF1A-AS2	P09651	lncRNA	protein
AL157871.2	P09651	lncRNA	protein
OIP5-AS1	P09651	lncRNA	protein
GABPB1-AS1	P09651	lncRNA	protein
USP3-AS1	P09651	lncRNA	protein
IQCH-AS1	P09651	lncRNA	protein
PRC1-AS1	P09651	lncRNA	protein
NR2F2-AS1	P09651	lncRNA	protein
LINC00273	P09651	lncRNA	protein
CRNDE	P09651	lncRNA	protein
AC009120.6	P09651	lncRNA	protein
AC009120.3	P09651	lncRNA	protein
COX10-AS1	P09651	lncRNA	protein
SPAG5-AS1	P09651	lncRNA	protein
AC067852.1	P09651	lncRNA	protein
ASB16-AS1	P09651	lncRNA	protein
HOXB-AS1	P09651	lncRNA	protein
AC091133.1	P09651	lncRNA	protein
AC099850.1	P09651	lncRNA	protein
LINC00662	P09651	lncRNA	protein
LIPE-AS1	P09651	lncRNA	protein
LINC00486	P09651	lncRNA	protein
PCBP1-AS1	P09651	lncRNA	protein
LINC00342	P09651	lncRNA	protein
AC159540.1	P09651	lncRNA	protein
AC159540.2	P09651	lncRNA	protein
AC010976.2	P09651	lncRNA	protein
AC005042.2	P09651	lncRNA	protein
AC074286.1	P09651	lncRNA	protein
AC009948.5	P09651	lncRNA	protein
AC006460.2	P09651	lncRNA	protein
ANKRD44-IT1	P09651	lncRNA	protein
AC010731.2	P09651	lncRNA	protein
AC007879.2	P09651	lncRNA	protein
AC098820.3	P09651	lncRNA	protein
DIRC3	P09651	lncRNA	protein
C21orf91-OT1	P09651	lncRNA	protein
LINC00308	P09651	lncRNA	protein
BACH1-IT1	P09651	lncRNA	protein
PAXBP1-AS1	P09651	lncRNA	protein
MIAT	P09651	lncRNA	protein
ZNRF3-IT1	P09651	lncRNA	protein
LARGE-IT1	P09651	lncRNA	protein
GRM7-AS3	P09651	lncRNA	protein
FGD5-AS1	P09651	lncRNA	protein
CNOT10-AS1	P09651	lncRNA	protein
KIF9-AS1	P09651	lncRNA	protein
PTPRG-AS1	P09651	lncRNA	protein
MAGI1-AS1	P09651	lncRNA	protein
ZBTB20-AS3	P09651	lncRNA	protein
STX18-AS1	P09651	lncRNA	protein
SLIT2-IT1	P09651	lncRNA	protein
OCIAD1-AS1	P09651	lncRNA	protein
DANCR	P09651	lncRNA	protein
STPG2-AS1	P09651	lncRNA	protein
SLC7A11-AS1	P09651	lncRNA	protein
GDNF-AS1	P09651	lncRNA	protein
VCAN-AS1	P09651	lncRNA	protein
NR2F1-AS1	P09651	lncRNA	protein
LINC00491	P09651	lncRNA	protein
HCG11	P09651	lncRNA	protein
HCG18	P09651	lncRNA	protein
MDC1-AS1	P09651	lncRNA	protein
KCNQ5-IT1	P09651	lncRNA	protein
UFL1-AS1	P09651	lncRNA	protein
LINC00222	P09651	lncRNA	protein
AC007128.1	P09651	lncRNA	protein
NPSR1-AS1	P09651	lncRNA	protein
MAGI2-AS3	P09651	lncRNA	protein
TP53TG1	P09651	lncRNA	protein
AC006378.2	P09651	lncRNA	protein
DLX6-AS1	P09651	lncRNA	protein
AC015987.1	P09651	lncRNA	protein
AF131215.3	P09651	lncRNA	protein
AF131215.4	P09651	lncRNA	protein
CASC9	P09651	lncRNA	protein
PVT1	P09651	lncRNA	protein
AC083843.1	P09651	lncRNA	protein
MIR31HG	P09651	lncRNA	protein
RMRP	P09651	lncRNA	protein
MIR181A2HG	P09651	lncRNA	protein
JPX	P09651	lncRNA	protein
LINC00630	P09651	lncRNA	protein
FMR1-AS1	P09651	lncRNA	protein
LINC00894	P09651	lncRNA	protein
TMLHE-AS1	P09651	lncRNA	protein
ZRANB2-AS1	P52597	lncRNA	protein
RGS5	P52597	lncRNA	protein
GAS5	P52597	lncRNA	protein
MIR181A1HG	P52597	lncRNA	protein
DISC1-IT1	P52597	lncRNA	protein
AL139819.1	P52597	lncRNA	protein
KCNIP2-AS1	P52597	lncRNA	protein
H19	P52597	lncRNA	protein
KCNQ1OT1	P52597	lncRNA	protein
SBF2-AS1	P52597	lncRNA	protein
ALKBH3-AS1	P52597	lncRNA	protein
NEAT1	P52597	lncRNA	protein
MALAT1	P52597	lncRNA	protein
AP000462.2	P52597	lncRNA	protein
FREM2-AS1	P52597	lncRNA	protein
DLEU2	P52597	lncRNA	protein
DLEU1	P52597	lncRNA	protein
DIAPH3-AS1	P52597	lncRNA	protein
PCDH9-AS2	P52597	lncRNA	protein
MYCBP2-AS1	P52597	lncRNA	protein
PCCA-AS1	P52597	lncRNA	protein
ANKRD10-IT1	P52597	lncRNA	protein
DIO2-AS1	P52597	lncRNA	protein
GABPB1-AS1	P52597	lncRNA	protein
LINC00273	P52597	lncRNA	protein
AC009120.6	P52597	lncRNA	protein
LINC00311	P52597	lncRNA	protein
HOXB-AS1	P52597	lncRNA	protein
TOB1-AS1	P52597	lncRNA	protein
AC116614.1	P52597	lncRNA	protein
LINC00486	P52597	lncRNA	protein
SLC8A1-AS1	P52597	lncRNA	protein
AC007098.1	P52597	lncRNA	protein
BOLA3-AS1	P52597	lncRNA	protein
LINC00342	P52597	lncRNA	protein
AC009948.5	P52597	lncRNA	protein
DIRC3	P52597	lncRNA	protein
AC107079.1	P52597	lncRNA	protein
C21orf91-OT1	P52597	lncRNA	protein
LINC00308	P52597	lncRNA	protein
PAXBP1-AS1	P52597	lncRNA	protein
MCM3AP-AS1	P52597	lncRNA	protein
LARGE-AS1	P52597	lncRNA	protein
AL021707.1	P52597	lncRNA	protein
GRM7-AS3	P52597	lncRNA	protein
LARS2-AS1	P52597	lncRNA	protein
PTPRG-AS1	P52597	lncRNA	protein
MAGI1-AS1	P52597	lncRNA	protein
B4GALT4-AS1	P52597	lncRNA	protein
LIFR-AS1	P52597	lncRNA	protein
AC016644.1	P52597	lncRNA	protein
VCAN-AS1	P52597	lncRNA	protein
MEF2C-AS1	P52597	lncRNA	protein
HCP5	P52597	lncRNA	protein
KCNQ5-IT1	P52597	lncRNA	protein
NPSR1-AS1	P52597	lncRNA	protein
ST7-OT4	P52597	lncRNA	protein
AC015987.1	P52597	lncRNA	protein
EXTL3-AS1	P52597	lncRNA	protein
RMRP	P52597	lncRNA	protein
ASMTL-AS1	P52597	lncRNA	protein
JPX	P52597	lncRNA	protein
LINC00630	P52597	lncRNA	protein
LINC00632	P52597	lncRNA	protein
LINC00894	P52597	lncRNA	protein
GNG12-AS1	P52272	lncRNA	protein
ZRANB2-AS2	P52272	lncRNA	protein
TTLL7-IT1	P52272	lncRNA	protein
LINC00624	P52272	lncRNA	protein
RGS5	P52272	lncRNA	protein
GAS5	P52272	lncRNA	protein
RABGAP1L-IT1	P52272	lncRNA	protein
MIR181A1HG	P52272	lncRNA	protein
IPO9-AS1	P52272	lncRNA	protein
NUTM2A-AS1	P52272	lncRNA	protein
ENTPD1-AS1	P52272	lncRNA	protein
DNMBP-AS1	P52272	lncRNA	protein
KCNQ1OT1	P52272	lncRNA	protein
NEAT1	P52272	lncRNA	protein
MALAT1	P52272	lncRNA	protein
DISC1FP1	P52272	lncRNA	protein
SOCS2-AS1	P52272	lncRNA	protein
USP12-AS1	P52272	lncRNA	protein
DLEU1	P52272	lncRNA	protein
INTS6-AS1	P52272	lncRNA	protein
ANKRD10-IT1	P52272	lncRNA	protein
LINC00645	P52272	lncRNA	protein
LINC00871	P52272	lncRNA	protein
LINC00648	P52272	lncRNA	protein
DIO2-AS1	P52272	lncRNA	protein
IQCH-AS1	P52272	lncRNA	protein
LINC00273	P52272	lncRNA	protein
AC091153.4	P52272	lncRNA	protein
COX10-AS1	P52272	lncRNA	protein
LINC00470	P52272	lncRNA	protein
LIPE-AS1	P52272	lncRNA	protein
LINC00276	P52272	lncRNA	protein
AC016730.1	P52272	lncRNA	protein
AC007364.1	P52272	lncRNA	protein
AC104088.1	P52272	lncRNA	protein
LARGE-AS1	P52272	lncRNA	protein
AC026202.3	P52272	lncRNA	protein
LMCD1-AS1	P52272	lncRNA	protein
C3orf35	P52272	lncRNA	protein
PTPRG-AS1	P52272	lncRNA	protein
MAGI1-AS1	P52272	lncRNA	protein
LINC00882	P52272	lncRNA	protein
IL20RB-AS1	P52272	lncRNA	protein
STPG2-AS1	P52272	lncRNA	protein
NR2F1-AS1	P52272	lncRNA	protein
LINC00491	P52272	lncRNA	protein
LINC00240	P52272	lncRNA	protein
HCG18	P52272	lncRNA	protein
HCP5	P52272	lncRNA	protein
KCNQ5-IT1	P52272	lncRNA	protein
AC007128.1	P52272	lncRNA	protein
HOXA-AS2	P52272	lncRNA	protein
HOXA-AS3	P52272	lncRNA	protein
ST7-OT4	P52272	lncRNA	protein
AF131215.3	P52272	lncRNA	protein
AF131215.4	P52272	lncRNA	protein
FAM66D	P52272	lncRNA	protein
CASC9	P52272	lncRNA	protein
PVT1	P52272	lncRNA	protein
AC083843.1	P52272	lncRNA	protein
MIR31HG	P52272	lncRNA	protein
RMRP	P52272	lncRNA	protein
SMC5-AS1	P52272	lncRNA	protein
MIR181A2HG	P52272	lncRNA	protein
JPX	P52272	lncRNA	protein
LINC00630	P52272	lncRNA	protein
FMR1-AS1	P52272	lncRNA	protein
LINC00894	P52272	lncRNA	protein
TMLHE-AS1	P52272	lncRNA	protein
LINC00624	Q00839	lncRNA	protein
GAS5	Q00839	lncRNA	protein
DLEU2	Q00839	lncRNA	protein
DLEU1	Q00839	lncRNA	protein
MIR17HG	Q00839	lncRNA	protein
NR2F2-AS1	Q00839	lncRNA	protein
AC007098.1	Q00839	lncRNA	protein
AC010982.1	Q00839	lncRNA	protein
HOXD-AS2	Q00839	lncRNA	protein
AC007319.1	Q00839	lncRNA	protein
SLIT2-IT1	Q00839	lncRNA	protein
MAGI2-AS3	Q00839	lncRNA	protein
RMRP	Q00839	lncRNA	protein
JPX	Q00839	lncRNA	protein
ENTPD1-AS1	Q15910	lncRNA	protein
SBF2-AS1	Q15910	lncRNA	protein
MALAT1	Q15910	lncRNA	protein
AP000797.3	Q15910	lncRNA	protein
AC007092.1	Q15910	lncRNA	protein
AC016903.2	Q15910	lncRNA	protein
AP000281.2	Q15910	lncRNA	protein
AC018359.1	Q15910	lncRNA	protein
LINC00271	Q15910	lncRNA	protein
AC058791.1	Q15910	lncRNA	protein
LINC00339	Q8N684	lncRNA	protein
AL513327.1	Q8N684	lncRNA	protein
ZMYM4-AS1	Q8N684	lncRNA	protein
HYI-AS1	Q8N684	lncRNA	protein
EFCAB14-AS1	Q8N684	lncRNA	protein
GNG12-AS1	Q8N684	lncRNA	protein
ZRANB2-AS1	Q8N684	lncRNA	protein
ZRANB2-AS2	Q8N684	lncRNA	protein
LAMTOR5-AS1	Q8N684	lncRNA	protein
AP4B1-AS1	Q8N684	lncRNA	protein
LINC00624	Q8N684	lncRNA	protein
FLG-AS1	Q8N684	lncRNA	protein
RUSC1-AS1	Q8N684	lncRNA	protein
RGS5	Q8N684	lncRNA	protein
GAS5-AS1	Q8N684	lncRNA	protein
GAS5	Q8N684	lncRNA	protein
MIR181A1HG	Q8N684	lncRNA	protein
IPO9-AS1	Q8N684	lncRNA	protein
IDI2-AS1	Q8N684	lncRNA	protein
NUTM2A-AS1	Q8N684	lncRNA	protein
ENTPD1-AS1	Q8N684	lncRNA	protein
AL139819.1	Q8N684	lncRNA	protein
KCNIP2-AS1	Q8N684	lncRNA	protein
AP000442.1	Q8N684	lncRNA	protein
NEAT1	Q8N684	lncRNA	protein
MALAT1	Q8N684	lncRNA	protein
KCTD21-AS1	Q8N684	lncRNA	protein
RAB30-AS1	Q8N684	lncRNA	protein
DISC1FP1	Q8N684	lncRNA	protein
A2ML1-AS1	Q8N684	lncRNA	protein
DDX11-AS1	Q8N684	lncRNA	protein
HOTAIR	Q8N684	lncRNA	protein
HOXC5	Q8N684	lncRNA	protein
IFNG-AS1	Q8N684	lncRNA	protein
MAPKAPK5-AS1	Q8N684	lncRNA	protein
AC156455.1	Q8N684	lncRNA	protein
MED4-AS1	Q8N684	lncRNA	protein
DLEU2	Q8N684	lncRNA	protein
DLEU1	Q8N684	lncRNA	protein
INTS6-AS1	Q8N684	lncRNA	protein
RNF219-AS1	Q8N684	lncRNA	protein
RBM26-AS1	Q8N684	lncRNA	protein
MIR17HG	Q8N684	lncRNA	protein
FARP1-AS1	Q8N684	lncRNA	protein
ANKRD10-IT1	Q8N684	lncRNA	protein
DCUN1D2-AS	Q8N684	lncRNA	protein
LINC00641	Q8N684	lncRNA	protein
PRMT5-AS1	Q8N684	lncRNA	protein
HIF1A-AS2	Q8N684	lncRNA	protein
AL157871.2	Q8N684	lncRNA	protein
OIP5-AS1	Q8N684	lncRNA	protein
GABPB1-AS1	Q8N684	lncRNA	protein
LOXL1-AS1	Q8N684	lncRNA	protein
PRC1-AS1	Q8N684	lncRNA	protein
AC006111.1	Q8N684	lncRNA	protein
AC020663.1	Q8N684	lncRNA	protein
AC040173.1	Q8N684	lncRNA	protein
AC008731.1	Q8N684	lncRNA	protein
LINC00273	Q8N684	lncRNA	protein
CRNDE	Q8N684	lncRNA	protein
VAC14-AS1	Q8N684	lncRNA	protein
AC009120.6	Q8N684	lncRNA	protein
AC087392.1	Q8N684	lncRNA	protein
PITPNA-AS1	Q8N684	lncRNA	protein
LINC00324	Q8N684	lncRNA	protein
COX10-AS1	Q8N684	lncRNA	protein
SPAG5-AS1	Q8N684	lncRNA	protein
AC015849.2	Q8N684	lncRNA	protein
AC067852.1	Q8N684	lncRNA	protein
LINC00910	Q8N684	lncRNA	protein
KANSL1-AS1	Q8N684	lncRNA	protein
HOXB-AS1	Q8N684	lncRNA	protein
HOXB-AS4	Q8N684	lncRNA	protein
AC091133.1	Q8N684	lncRNA	protein
AC002401.1	Q8N684	lncRNA	protein
AC099850.1	Q8N684	lncRNA	protein
AC132872.1	Q8N684	lncRNA	protein
LINC00470	Q8N684	lncRNA	protein
AC012615.1	Q8N684	lncRNA	protein
CACTIN-AS1	Q8N684	lncRNA	protein
AC005253.2	Q8N684	lncRNA	protein
LINC00662	Q8N684	lncRNA	protein
AC005616.1	Q8N684	lncRNA	protein
ZNF571-AS1	Q8N684	lncRNA	protein
LENG8-AS1	Q8N684	lncRNA	protein
BIRC6-AS1	Q8N684	lncRNA	protein
AC007098.1	Q8N684	lncRNA	protein
PCBP1-AS1	Q8N684	lncRNA	protein
ALMS1-IT1	Q8N684	lncRNA	protein
DGUOK-AS1	Q8N684	lncRNA	protein
BOLA3-AS1	Q8N684	lncRNA	protein
AC068491.3	Q8N684	lncRNA	protein
AC010976.2	Q8N684	lncRNA	protein
AC092620.2	Q8N684	lncRNA	protein
CERS6-AS1	Q8N684	lncRNA	protein
HOXD-AS2	Q8N684	lncRNA	protein
AC009948.5	Q8N684	lncRNA	protein
AC068196.1	Q8N684	lncRNA	protein
AC007319.1	Q8N684	lncRNA	protein
AC006460.2	Q8N684	lncRNA	protein
SATB2-AS1	Q8N684	lncRNA	protein
CFLAR-AS1	Q8N684	lncRNA	protein
AC007362.1	Q8N684	lncRNA	protein
AC007383.3	Q8N684	lncRNA	protein
AC131097.3	Q8N684	lncRNA	protein
HM13-AS1	Q8N684	lncRNA	protein
AP001172.2	Q8N684	lncRNA	protein
