source_node	target_node	Source Node Attribute	Target Node Attribute
3D5D-A	3D5D-S	lncRNA	protein
3D5B-A	3D5B-S	lncRNA	protein
3D5B-A	3D5B-V	lncRNA	protein
3F1H-A	3F1H-D	lncRNA	protein
3D5D-A	3D5D-X	lncRNA	protein
3D5D-A	3D5D-W	lncRNA	protein
3D5D-A	3D5D-6	lncRNA	protein
3F1H-A	3F1H-6	lncRNA	protein
3D5B-A	3D5B-I	lncRNA	protein
3D5B-A	3D5B-Y	lncRNA	protein
3D5B-A	3D5B-J	lncRNA	protein
3F1F-A	3F1F-8	lncRNA	protein
3D5B-A	3D5B-Z	lncRNA	protein
3D5B-A	3D5B-T	lncRNA	protein
3D5B-A	3D5B-7	lncRNA	protein
3D5D-A	3D5D-1	lncRNA	protein
3D5B-A	3D5B-N	lncRNA	protein
3D5D-A	3D5D-O	lncRNA	protein
2B2D-R	2B2D-C	lncRNA	protein
3KC4-A	3KC4-M	lncRNA	protein
2VHP-A	2VHP-K	lncRNA	protein
3KC4-A	3KC4-D	lncRNA	protein
1P87-A	1P87-J	lncRNA	protein
2QOU-A	2QOU-I	lncRNA	protein
2VHO-A	2VHO-C	lncRNA	protein
2I2U-A	2I2U-F	lncRNA	protein
2AVY-A	2AVY-L	lncRNA	protein
2Z4K-A	2Z4K-L	lncRNA	protein
3KC4-A	3KC4-S	lncRNA	protein
2QAL-A	2QAL-Q	lncRNA	protein
2Z4M-A	2Z4M-S	lncRNA	protein
2Z4K-A	2Z4K-Q	lncRNA	protein
1P87-A	1P87-N	lncRNA	protein
2QBD-A	2QBD-T	lncRNA	protein
3KC4-A	3KC4-P	lncRNA	protein
2QBJ-A	2QBJ-R	lncRNA	protein
2I2P-A	2I2P-G	lncRNA	protein
2AVY-A	2AVY-F	lncRNA	protein
2I2P-A	2I2P-U	lncRNA	protein
2QBD-A	2QBD-H	lncRNA	protein
2QB9-A	2QB9-B	lncRNA	protein
2QBF-A	2QBF-O	lncRNA	protein
2AW7-A	2AW7-E	lncRNA	protein
2AW7-A	2AW7-D	lncRNA	protein
2GY9-A	2GY9-M	lncRNA	protein
2GYB-A	2GYB-K	lncRNA	protein
2GY9-A	2GY9-J	lncRNA	protein
2GYB-A	2GYB-F	lncRNA	protein
2GYB-A	2GYB-I	lncRNA	protein
2GYB-A	2GYB-G	lncRNA	protein
2GY9-A	2GY9-L	lncRNA	protein
2GYB-A	2GYB-L	lncRNA	protein
2GY9-A	2GY9-S	lncRNA	protein
2GY9-A	2GY9-Q	lncRNA	protein
2GY9-A	2GY9-T	lncRNA	protein
2GYB-A	2GYB-P	lncRNA	protein
2GYB-A	2GYB-C	lncRNA	protein
2GYB-A	2GYB-N	lncRNA	protein
2GYB-A	2GYB-R	lncRNA	protein
2GYB-A	2GYB-H	lncRNA	protein
2GY9-A	2GY9-B	lncRNA	protein
2GY9-A	2GY9-O	lncRNA	protein
2GY9-A	2GY9-E	lncRNA	protein
2GYB-A	2GYB-D	lncRNA	protein
2ZKR-H	2ZKR-N	lncRNA	protein
2ZKR-H	2ZKR-Q	lncRNA	protein
1MMS-D	1MMS-B	lncRNA	protein
2DER-D	2DER-B	lncRNA	protein
3IAB-R	3IAB-A	lncRNA	protein
3IAB-R	3IAB-B	lncRNA	protein
2XLI-B	2XLI-A	lncRNA	protein
2F4V-A	2F4V-M	lncRNA	protein
2F4V-A	2F4V-K	lncRNA	protein
2F4V-A	2F4V-J	lncRNA	protein
2F4V-A	2F4V-F	lncRNA	protein
2F4V-A	2F4V-I	lncRNA	protein
2F4V-A	2F4V-C	lncRNA	protein
2F4V-A	2F4V-L	lncRNA	protein
2F4V-A	2F4V-G	lncRNA	protein
2F4V-A	2F4V-T	lncRNA	protein
2F4V-A	2F4V-N	lncRNA	protein
2F4V-A	2F4V-Q	lncRNA	protein
2F4V-A	2F4V-R	lncRNA	protein
2F4V-A	2F4V-S	lncRNA	protein
2F4V-A	2F4V-P	lncRNA	protein
2F4V-A	2F4V-H	lncRNA	protein
2F4V-A	2F4V-B	lncRNA	protein
2F4V-A	2F4V-O	lncRNA	protein
2F4V-A	2F4V-E	lncRNA	protein
2F4V-A	2F4V-D	lncRNA	protein
1Q86-A	1Q86-E	lncRNA	protein
1QVF-0	1QVF-L	lncRNA	protein
1VQ8-0	1VQ8-M	lncRNA	protein
2OTJ-0	2OTJ-N	lncRNA	protein
1VQL-0	1VQL-E	lncRNA	protein
1M90-A	1M90-M	lncRNA	protein
1VQ4-0	1VQ4-R	lncRNA	protein
1VQK-0	1VQK-P	lncRNA	protein
1FFK-0	1FFK-G	lncRNA	protein
3CPW-0	3CPW-I	lncRNA	protein
1W2B-0	1W2B-5	lncRNA	protein
1Q86-A	1Q86-L	lncRNA	protein
1VQN-0	1VQN-O	lncRNA	protein
1Q86-A	1Q86-4	lncRNA	protein
2OTJ-0	2OTJ-3	lncRNA	protein
2OTJ-0	2OTJ-X	lncRNA	protein
3CXC-0	3CXC-2	lncRNA	protein
1VQ4-0	1VQ4-Z	lncRNA	protein
1QVG-0	1QVG-Y	lncRNA	protein
1Q86-A	1Q86-H	lncRNA	protein
1VQM-0	1VQM-D	lncRNA	protein
1VQN-0	1VQN-B	lncRNA	protein
1FFK-0	1FFK-O	lncRNA	protein
1VQM-0	1VQM-A	lncRNA	protein
1KD1-A	1KD1-J	lncRNA	protein
1S72-0	1S72-S	lncRNA	protein
1VQ7-0	1VQ7-N	lncRNA	protein
1K73-A	1K73-E	lncRNA	protein
1K73-A	1K73-N	lncRNA	protein
1N8R-A	1N8R-M	lncRNA	protein
1VQN-0	1VQN-J	lncRNA	protein
1VQN-0	1VQN-T	lncRNA	protein
1VQ7-0	1VQ7-V	lncRNA	protein
2QA4-0	2QA4-E	lncRNA	protein
1QVF-0	1QVF-T	lncRNA	protein
1VQK-0	1VQK-Z	lncRNA	protein
2OTJ-0	2OTJ-1	lncRNA	protein
1VQM-0	1VQM-W	lncRNA	protein
2QA4-0	2QA4-2	lncRNA	protein
1JJ2-0	1JJ2-P	lncRNA	protein
3CXC-0	3CXC-G	lncRNA	protein
1VQ7-0	1VQ7-P	lncRNA	protein
1S72-0	1S72-O	lncRNA	protein
1VQ4-0	1VQ4-X	lncRNA	protein
1KD1-A	1KD1-4	lncRNA	protein
1Q81-A	1Q81-Z	lncRNA	protein
1FFK-0	1FFK-V	lncRNA	protein
1VQ8-0	1VQ8-I	lncRNA	protein
1VQO-0	1VQO-K	lncRNA	protein
1ZDI-R	1ZDI-A	lncRNA	protein
3EPL-E	3EPL-B	lncRNA	protein
2JEA-C	2JEA-B	lncRNA	protein
2JEA-C	2JEA-A	lncRNA	protein
3I8G-A	3I8G-P	lncRNA	protein
3I8G-A	3I8G-N	lncRNA	protein
3I8G-A	3I8G-M	lncRNA	protein
3I8G-A	3I8G-I	lncRNA	protein
3I8G-A	3I8G-L	lncRNA	protein
3I8G-A	3I8G-F	lncRNA	protein
3I8G-A	3I8G-O	lncRNA	protein
3I8G-A	3I8G-J	lncRNA	protein
3I8G-A	3I8G-W	lncRNA	protein
3I8G-A	3I8G-Q	lncRNA	protein
3I8G-A	3I8G-T	lncRNA	protein
3I8G-A	3I8G-X	lncRNA	protein
3I8G-A	3I8G-U	lncRNA	protein
3I8G-A	3I8G-V	lncRNA	protein
3I8G-A	3I8G-S	lncRNA	protein
3I8G-A	3I8G-K	lncRNA	protein
3I8G-A	3I8G-E	lncRNA	protein
3I8G-A	3I8G-R	lncRNA	protein
3I8G-A	3I8G-H	lncRNA	protein
3I8G-A	3I8G-G	lncRNA	protein
1U1Y-S	1U1Y-B	lncRNA	protein
2CSX-D	2CSX-A	lncRNA	protein
1RY1-M	1RY1-D	lncRNA	protein
1RY1-M	1RY1-C	lncRNA	protein
1FEU-C	1FEU-A	lncRNA	protein
5MSF-S	5MSF-C	lncRNA	protein
3FOZ-C	3FOZ-B	lncRNA	protein
3BO1-D	3BO1-A	lncRNA	protein
1JBR-C	1JBR-A	lncRNA	protein
2FY1-B	2FY1-A	lncRNA	protein
2C4Z-R	2C4Z-A	lncRNA	protein
1QF6-B	1QF6-A	lncRNA	protein
2AKE-B	2AKE-A	lncRNA	protein
3FTF-D	3FTF-A	lncRNA	protein
2XG1-X	2XG1-G	lncRNA	protein
2B9M-X	2B9M-Y	lncRNA	protein
2B9M-X	2B9M-C	lncRNA	protein
2B9M-X	2B9M-L	lncRNA	protein
2B9M-X	2B9M-E	lncRNA	protein
2B9M-X	2B9M-D	lncRNA	protein
2XLK-D	2XLK-B	lncRNA	protein
2HGI-D	2HGI-N	lncRNA	protein
2HGI-D	2HGI-J	lncRNA	protein
2IY5-T	2IY5-B	lncRNA	protein
1EIY-C	1EIY-A	lncRNA	protein
3HL2-E	3HL2-B	lncRNA	protein
1T4L-A	1T4L-B	lncRNA	protein
2WWL-V	2WWL-M	lncRNA	protein
2WWQ-V	2WWQ-F	lncRNA	protein
2WWL-V	2WWL-I	lncRNA	protein
2WWQ-V	2WWQ-M	lncRNA	protein
3CZ3-F	3CZ3-D	lncRNA	protein
3E1A-M	3E1A-C	lncRNA	protein
3E1A-M	3E1A-O	lncRNA	protein
3E1A-M	3E1A-D	lncRNA	protein
3E1A-M	3E1A-U	lncRNA	protein
3E1A-M	3E1A-Q	lncRNA	protein
3E1A-M	3E1A-S	lncRNA	protein
3E1A-M	3E1A-R	lncRNA	protein
2WW9-G	2WW9-A	lncRNA	protein
2WW9-G	2WW9-J	lncRNA	protein
2GYC-9	2GYC-X	lncRNA	protein
2GYA-9	2GYA-D	lncRNA	protein
2GYC-9	2GYC-U	lncRNA	protein
2GYA-9	2GYA-K	lncRNA	protein
2GYC-9	2GYC-M	lncRNA	protein
2GYA-9	2GYA-T	lncRNA	protein
2OB7-A	2OB7-B	lncRNA	protein
1AQ3-R	1AQ3-C	lncRNA	protein
2IZM-S	2IZM-C	lncRNA	protein
2C51-S	2C51-C	lncRNA	protein
1J2B-C	1J2B-B	lncRNA	protein
2ZH9-B	2ZH9-A	lncRNA	protein
2FTC-R	2FTC-J	lncRNA	protein
2FTC-R	2FTC-A	lncRNA	protein
2FTC-R	2FTC-H	lncRNA	protein
2FTC-R	2FTC-B	lncRNA	protein
2FTC-R	2FTC-C	lncRNA	protein
2FTC-R	2FTC-G	lncRNA	protein
2FTC-R	2FTC-L	lncRNA	protein
2FTC-R	2FTC-K	lncRNA	protein
2FTC-R	2FTC-F	lncRNA	protein
2FTC-R	2FTC-M	lncRNA	protein
2FTC-R	2FTC-I	lncRNA	protein
2FTC-R	2FTC-N	lncRNA	protein
2FTC-R	2FTC-Q	lncRNA	protein
2FTC-R	2FTC-D	lncRNA	protein
2FTC-R	2FTC-O	lncRNA	protein
2FTC-R	2FTC-P	lncRNA	protein
3BOY-D	3BOY-C	lncRNA	protein
5MSF-R	5MSF-A	lncRNA	protein
2R1G-B	2R1G-H	lncRNA	protein
3I8F-A	3I8F-0	lncRNA	protein
3I8I-A	3I8I-1	lncRNA	protein
3I8F-A	3I8F-X	lncRNA	protein
3I8I-A	3I8I-V	lncRNA	protein
3I8I-A	3I8I-F	lncRNA	protein
3I8I-A	3I8I-H	lncRNA	protein
3I8F-A	3I8F-G	lncRNA	protein
3I8F-A	3I8F-5	lncRNA	protein
3I8I-A	3I8I-T	lncRNA	protein
3I8F-A	3I8F-3	lncRNA	protein
3I8I-A	3I8I-E	lncRNA	protein
3I8F-A	3I8F-O	lncRNA	protein
3I8I-A	3I8I-L	lncRNA	protein
3I8I-A	3I8I-0	lncRNA	protein
3I8F-A	3I8F-P	lncRNA	protein
3I8F-A	3I8F-W	lncRNA	protein
3I8F-A	3I8F-Q	lncRNA	protein
3I8I-A	3I8I-2	lncRNA	protein
3I8I-A	3I8I-D	lncRNA	protein
3I8I-A	3I8I-S	lncRNA	protein
3I8I-A	3I8I-6	lncRNA	protein
3I8I-A	3I8I-K	lncRNA	protein
3I8I-A	3I8I-U	lncRNA	protein
3I8I-A	3I8I-M	lncRNA	protein
3I8I-A	3I8I-Y	lncRNA	protein
3I8F-A	3I8F-8	lncRNA	protein
3I8F-A	3I8F-V	lncRNA	protein
3I8F-A	3I8F-R	lncRNA	protein
3I8F-A	3I8F-7	lncRNA	protein
3I8F-A	3I8F-Z	lncRNA	protein
3I8F-A	3I8F-N	lncRNA	protein
2ZKR-V	2ZKR-L	lncRNA	protein
2B3J-H	2B3J-C	lncRNA	protein
2AZ2-D	2AZ2-B	lncRNA	protein
3IWN-B	3IWN-D	lncRNA	protein
2DRA-B	2DRA-A	lncRNA	protein
2UUC-Y	2UUC-M	lncRNA	protein
2UUC-Y	2UUC-L	lncRNA	protein
2F8K-B	2F8K-A	lncRNA	protein
1K8W-B	1K8W-A	lncRNA	protein
3I21-V	3I21-I	lncRNA	protein
3I20-B	3I20-Z	lncRNA	protein
3I1N-B	3I1N-F	lncRNA	protein
3I20-B	3I20-W	lncRNA	protein
3I1R-B	3I1R-M	lncRNA	protein
3I1R-B	3I1R-O	lncRNA	protein
3I1R-B	3I1R-W	lncRNA	protein
3I1R-B	3I1R-V	lncRNA	protein
2ZKR-F	2ZKR-L	lncRNA	protein
2ZKR-F	2ZKR-O	lncRNA	protein
2ZKR-F	2ZKR-C	lncRNA	protein
2UXB-Y	2UXB-M	lncRNA	protein
2UXB-Y	2UXB-L	lncRNA	protein
2IZM-R	2IZM-C	lncRNA	protein
1U6P-B	1U6P-A	lncRNA	protein
1VOW-B	1VOW-T	lncRNA	protein
1VOY-B	1VOY-O	lncRNA	protein
1VOY-B	1VOY-R	lncRNA	protein
1VOY-B	1VOY-Z	lncRNA	protein
1VOW-B	1VOW-H	lncRNA	protein
1VOU-B	1VOU-F	lncRNA	protein
1VOY-B	1VOY-H	lncRNA	protein
1VP0-B	1VP0-G	lncRNA	protein
1VOW-B	1VOW-2	lncRNA	protein
1VOW-B	1VOW-V	lncRNA	protein
1VOU-B	1VOU-U	lncRNA	protein
1VOR-B	1VOR-X	lncRNA	protein
1VOR-B	1VOR-E	lncRNA	protein
1VP0-B	1VP0-M	lncRNA	protein
1VP0-B	1VP0-J	lncRNA	protein
1VOR-B	1VOR-N	lncRNA	protein
1VOW-B	1VOW-Y	lncRNA	protein
1VOY-B	1VOY-P	lncRNA	protein
1VOW-B	1VOW-S	lncRNA	protein
1VOW-B	1VOW-D	lncRNA	protein
1VOU-B	1VOU-3	lncRNA	protein
1VOW-B	1VOW-K	lncRNA	protein
1VOY-B	1VOY-6	lncRNA	protein
1VOR-B	1VOR-I	lncRNA	protein
1VOY-B	1VOY-7	lncRNA	protein
1VOU-B	1VOU-5	lncRNA	protein
1VOW-B	1VOW-4	lncRNA	protein
1VP0-B	1VP0-W	lncRNA	protein
1VOR-B	1VOR-Q	lncRNA	protein
1VOR-B	1VOR-1	lncRNA	protein
1VP0-B	1VP0-L	lncRNA	protein
1EXD-B	1EXD-A	lncRNA	protein
3KNL-A	3KNL-M	lncRNA	protein
3KNL-A	3KNL-K	lncRNA	protein
3KNL-A	3KNL-J	lncRNA	protein
3KNN-A	3KNN-F	lncRNA	protein
3KNN-A	3KNN-I	lncRNA	protein
3KNL-A	3KNL-C	lncRNA	protein
3KNN-A	3KNN-L	lncRNA	protein
3KNN-A	3KNN-G	lncRNA	protein
3KNN-A	3KNN-T	lncRNA	protein
3KNL-A	3KNL-N	lncRNA	protein
3KNN-A	3KNN-Q	lncRNA	protein
3KNL-A	3KNL-U	lncRNA	protein
3KNN-A	3KNN-R	lncRNA	protein
3KNL-A	3KNL-S	lncRNA	protein
3KNL-A	3KNL-P	lncRNA	protein
3KNN-A	3KNN-H	lncRNA	protein
3KNL-A	3KNL-B	lncRNA	protein
3KNN-A	3KNN-O	lncRNA	protein
3KNL-A	3KNL-E	lncRNA	protein
3KNL-A	3KNL-D	lncRNA	protein
2GJW-I	2GJW-C	lncRNA	protein
1VOR-A	1VOR-Z	lncRNA	protein
1VOR-A	1VOR-G	lncRNA	protein
1VOY-A	1VOY-X	lncRNA	protein
1VOY-A	1VOY-N	lncRNA	protein
1VOU-A	1VOU-P	lncRNA	protein
1VOR-A	1VOR-W	lncRNA	protein
3CC2-0	3CC2-G	lncRNA	protein
3CC2-0	3CC2-B	lncRNA	protein
3CCQ-0	3CCQ-E	lncRNA	protein
3CCV-0	3CCV-J	lncRNA	protein
3G6E-0	3G6E-F	lncRNA	protein
3CC2-0	3CC2-O	lncRNA	protein
3CMA-0	3CMA-Z	lncRNA	protein
3CC4-0	3CC4-Q	lncRNA	protein
3CCM-0	3CCM-Z	lncRNA	protein
3G4S-0	3G4S-Z	lncRNA	protein
3G71-0	3G71-F	lncRNA	protein
3I56-0	3I56-D	lncRNA	protein
3CCU-0	3CCU-B	lncRNA	protein
3CME-0	3CME-R	lncRNA	protein
3I56-0	3I56-A	lncRNA	protein
3G6E-0	3G6E-H	lncRNA	protein
3CCM-0	3CCM-S	lncRNA	protein
3CCE-0	3CCE-N	lncRNA	protein
3CD6-0	3CD6-C	lncRNA	protein
3G4S-0	3G4S-M	lncRNA	protein
3CC4-0	3CC4-L	lncRNA	protein
3G71-0	3G71-J	lncRNA	protein
3CCQ-0	3CCQ-T	lncRNA	protein
3G6E-0	3G6E-V	lncRNA	protein
3CME-0	3CME-E	lncRNA	protein
3CCQ-0	3CCQ-U	lncRNA	protein
3CCL-0	3CCL-1	lncRNA	protein
3CCU-0	3CCU-W	lncRNA	protein
3CCV-0	3CCV-2	lncRNA	protein
3CCE-0	3CCE-Q	lncRNA	protein
3CD6-0	3CD6-G	lncRNA	protein
3CD6-0	3CD6-P	lncRNA	protein
3CCL-0	3CCL-O	lncRNA	protein
3CCE-0	3CCE-X	lncRNA	protein
3CCJ-0	3CCJ-3	lncRNA	protein
3CCQ-0	3CCQ-Y	lncRNA	protein
3G4S-0	3G4S-I	lncRNA	protein
3G4S-0	3G4S-Y	lncRNA	protein
3I56-0	3I56-I	lncRNA	protein
3G4S-0	3G4S-K	lncRNA	protein
3G6E-0	3G6E-U	lncRNA	protein
3HUW-A	3HUW-M	lncRNA	protein
3HUY-A	3HUY-K	lncRNA	protein
3KNH-A	3KNH-J	lncRNA	protein
3KNH-A	3KNH-F	lncRNA	protein
3HUW-A	3HUW-I	lncRNA	protein
3KNJ-A	3KNJ-C	lncRNA	protein
3HUY-A	3HUY-L	lncRNA	protein
3KNJ-A	3KNJ-G	lncRNA	protein
3HUY-A	3HUY-Q	lncRNA	protein
3KNJ-A	3KNJ-Q	lncRNA	protein
3HUW-A	3HUW-F	lncRNA	protein
3KNH-A	3KNH-N	lncRNA	protein
3HUY-A	3HUY-T	lncRNA	protein
3KNJ-A	3KNJ-N	lncRNA	protein
3HUW-A	3HUW-Q	lncRNA	protein
3KNJ-A	3KNJ-U	lncRNA	protein
3KNJ-A	3KNJ-R	lncRNA	protein
3HUY-A	3HUY-V	lncRNA	protein
3KNH-A	3KNH-S	lncRNA	protein
3HUW-A	3HUW-P	lncRNA	protein
3KNH-A	3KNH-H	lncRNA	protein
3HUW-A	3HUW-B	lncRNA	protein
3HUY-A	3HUY-O	lncRNA	protein
3KNH-A	3KNH-E	lncRNA	protein
3KNH-A	3KNH-D	lncRNA	protein
3DKN-F	3DKN-A	lncRNA	protein
3I8H-1	3I8H-N	lncRNA	protein
3I8H-1	3I8H-F	lncRNA	protein
3I8H-1	3I8H-O	lncRNA	protein
3I8H-1	3I8H-J	lncRNA	protein
3I8H-1	3I8H-H	lncRNA	protein
3I8H-1	3I8H-G	lncRNA	protein
2GO5-9	2GO5-6	lncRNA	protein
2GO5-9	2GO5-2	lncRNA	protein
3AKZ-E	3AKZ-B	lncRNA	protein
3AL0-E	3AL0-B	lncRNA	protein
3AL0-E	3AL0-C	lncRNA	protein
2ZKR-E	2ZKR-E	lncRNA	protein
2BU1-S	2BU1-C	lncRNA	protein
1YL4-1	1YL4-N	lncRNA	protein
1YL4-1	1YL4-F	lncRNA	protein
1YL4-1	1YL4-O	lncRNA	protein
1YL4-1	1YL4-J	lncRNA	protein
1YL4-1	1YL4-U	lncRNA	protein
1YL4-1	1YL4-H	lncRNA	protein
1YL4-1	1YL4-G	lncRNA	protein
2BS0-S	2BS0-C	lncRNA	protein
2J0S-E	2J0S-T	lncRNA	protein
2J0S-E	2J0S-A	lncRNA	protein
1XOK-A	1XOK-C	lncRNA	protein
1ZHO-B	1ZHO-C	lncRNA	protein
3JYV-A	3JYV-M	lncRNA	protein
3JYV-A	3JYV-K	lncRNA	protein
3JYV-A	3JYV-D	lncRNA	protein
3JYV-A	3JYV-I	lncRNA	protein
3JYV-A	3JYV-L	lncRNA	protein
3JYV-A	3JYV-S	lncRNA	protein
3JYV-A	3JYV-N	lncRNA	protein
3JYV-A	3JYV-R	lncRNA	protein
3JYV-A	3JYV-G	lncRNA	protein
3JYV-A	3JYV-J	lncRNA	protein
3JYV-A	3JYV-T	lncRNA	protein
3JYV-A	3JYV-O	lncRNA	protein
3JYV-A	3JYV-Q	lncRNA	protein
3JYV-A	3JYV-H	lncRNA	protein
3JYV-A	3JYV-B	lncRNA	protein
3JYV-A	3JYV-C	lncRNA	protein
3JYV-A	3JYV-E	lncRNA	protein
1L1C-C	1L1C-A	lncRNA	protein
2BQ5-R	2BQ5-A	lncRNA	protein
2XFZ-A	2XFZ-M	lncRNA	protein
2X9R-A	2X9R-Y	lncRNA	protein
2V48-A	2V48-Y	lncRNA	protein
2HGR-A	2HGR-N	lncRNA	protein
2UXD-A	2UXD-D	lncRNA	protein
2VQE-A	2VQE-J	lncRNA	protein
2VQE-A	2VQE-F	lncRNA	protein
1HR0-A	1HR0-E	lncRNA	protein
1IBK-A	1IBK-E	lncRNA	protein
2QNH-Y	2QNH-F	lncRNA	protein
2VQE-A	2VQE-E	lncRNA	protein
2XG1-A	2XG1-E	lncRNA	protein
2B9O-A	2B9O-G	lncRNA	protein
1N33-A	1N33-G	lncRNA	protein
2HHH-A	2HHH-I	lncRNA	protein
1XNR-A	1XNR-C	lncRNA	protein
2VQE-A	2VQE-L	lncRNA	protein
1XMO-A	1XMO-K	lncRNA	protein
1GIX-A	1GIX-L	lncRNA	protein
1IBK-A	1IBK-I	lncRNA	protein
2UUA-A	2UUA-I	lncRNA	protein
1ML5-A	1ML5-O	lncRNA	protein
2WRK-A	2WRK-G	lncRNA	protein
2X9T-A	2X9T-Q	lncRNA	protein
1HR0-A	1HR0-F	lncRNA	protein
2J00-A	2J00-F	lncRNA	protein
2UUC-A	2UUC-F	lncRNA	protein
1HR0-A	1HR0-W	lncRNA	protein
1IBM-A	1IBM-N	lncRNA	protein
2WRN-A	2WRN-T	lncRNA	protein
2UXB-A	2UXB-N	lncRNA	protein
2WRK-A	2WRK-Q	lncRNA	protein
1N33-A	1N33-V	lncRNA	protein
2UUA-A	2UUA-R	lncRNA	protein
2WRQ-A	2WRQ-Z	lncRNA	protein
2HHH-A	2HHH-S	lncRNA	protein
1ML5-A	1ML5-R	lncRNA	protein
1ML5-A	1ML5-D	lncRNA	protein
2UUB-A	2UUB-P	lncRNA	protein
1ML5-A	1ML5-N	lncRNA	protein
2XFZ-A	2XFZ-Y	lncRNA	protein
2B9M-A	2B9M-H	lncRNA	protein
1XNR-A	1XNR-B	lncRNA	protein
1JGQ-A	1JGQ-R	lncRNA	protein
2WRK-A	2WRK-Y	lncRNA	protein
2UUC-A	2UUC-E	lncRNA	protein
2XFZ-A	2XFZ-D	lncRNA	protein
2ZKR-P	2ZKR-A	lncRNA	protein
2PXF-B	2PXF-A	lncRNA	protein
3A2K-D	3A2K-B	lncRNA	protein
2GJW-E	2GJW-B	lncRNA	protein
1I6U-C	1I6U-A	lncRNA	protein
2ESE-B	2ESE-A	lncRNA	protein
1AQ3-S	1AQ3-C	lncRNA	protein
3IVK-C	3IVK-B	lncRNA	protein
2DR5-B	2DR5-A	lncRNA	protein
1YSH-B	1YSH-D	lncRNA	protein
1YSH-B	1YSH-C	lncRNA	protein
1YSH-B	1YSH-E	lncRNA	protein
3I1S-A	3I1S-M	lncRNA	protein
2WWL-A	2WWL-K	lncRNA	protein
3I21-A	3I21-C	lncRNA	protein
3FIH-A	3FIH-B	lncRNA	protein
3I21-A	3I21-J	lncRNA	protein
3FIH-A	3FIH-F	lncRNA	protein
3E1A-1	3E1A-W	lncRNA	protein
3I1O-A	3I1O-C	lncRNA	protein
3I21-A	3I21-L	lncRNA	protein
2WWL-A	2WWL-G	lncRNA	protein
3FIH-A	3FIH-T	lncRNA	protein
3FIH-A	3FIH-R	lncRNA	protein
3FIH-A	3FIH-U	lncRNA	protein
3FIH-A	3FIH-Z	lncRNA	protein
3FIH-A	3FIH-S	lncRNA	protein
3E1C-1	3E1C-J	lncRNA	protein
3E1A-1	3E1A-G	lncRNA	protein
2WWL-A	2WWL-T	lncRNA	protein
3I21-A	3I21-P	lncRNA	protein
2WWL-A	2WWL-C	lncRNA	protein
3I1S-A	3I1S-R	lncRNA	protein
3I1O-A	3I1O-G	lncRNA	protein
3E1A-1	3E1A-T	lncRNA	protein
3I1O-A	3I1O-U	lncRNA	protein
3FIH-A	3FIH-H	lncRNA	protein
3I1O-A	3I1O-B	lncRNA	protein
3I21-A	3I21-O	lncRNA	protein
3FIH-A	3FIH-E	lncRNA	protein
3E1A-1	3E1A-R	lncRNA	protein
2OJ3-B	2OJ3-A	lncRNA	protein
1DK1-B	1DK1-A	lncRNA	protein
2VQF-Y	2VQF-M	lncRNA	protein
2VQF-Y	2VQF-L	lncRNA	protein
2B63-R	2B63-B	lncRNA	protein
2B63-R	2B63-A	lncRNA	protein
1AQ4-R	1AQ4-A	lncRNA	protein
1EKZ-B	1EKZ-A	lncRNA	protein
1ZN1-B	1ZN1-A	lncRNA	protein
1ZDI-S	1ZDI-B	lncRNA	protein
2W2H-S	2W2H-A	lncRNA	protein
2W2H-S	2W2H-D	lncRNA	protein
1SDS-E	1SDS-A	lncRNA	protein
2JPP-C	2JPP-B	lncRNA	protein
2ZKR-X	2ZKR-T	lncRNA	protein
2ZKR-X	2ZKR-M	lncRNA	protein
2ZKR-X	2ZKR-P	lncRNA	protein
2ZKR-X	2ZKR-L	lncRNA	protein
2ZKR-X	2ZKR-O	lncRNA	protein
2ZKR-X	2ZKR-C	lncRNA	protein
1EG0-M	1EG0-J	lncRNA	protein
1J1U-B	1J1U-A	lncRNA	protein
1B23-R	1B23-P	lncRNA	protein
1U0B-A	1U0B-B	lncRNA	protein
1ZN0-C	1ZN0-A	lncRNA	protein
1ZN1-C	1ZN1-L	lncRNA	protein
1ZN0-C	1ZN0-B	lncRNA	protein
2UU9-Y	2UU9-M	lncRNA	protein
2UU9-Y	2UU9-L	lncRNA	protein
2ZKR-S	2ZKR-B	lncRNA	protein
2VAZ-A	2VAZ-F	lncRNA	protein
2NUE-C	2NUE-B	lncRNA	protein
2EZ6-C	2EZ6-A	lncRNA	protein
2NR0-H	2NR0-C	lncRNA	protein
1Y39-C	1Y39-B	lncRNA	protein
1QA6-D	1QA6-A	lncRNA	protein
2OM7-I	2OM7-L	lncRNA	protein
1ZBH-E	1ZBH-A	lncRNA	protein
3D5C-V	3D5C-X	lncRNA	protein
3D5C-V	3D5C-K	lncRNA	protein
3F1G-V	3F1G-C	lncRNA	protein
3F1G-V	3F1G-L	lncRNA	protein
3D5A-V	3D5A-G	lncRNA	protein
2HGR-1	2HGR-U	lncRNA	protein
3D5C-V	3D5C-E	lncRNA	protein
2HGR-1	2HGR-G	lncRNA	protein
2B6G-B	2B6G-A	lncRNA	protein
3EQ4-Y	3EQ4-L	lncRNA	protein
3EQ4-Y	3EQ4-I	lncRNA	protein
3EQ4-Y	3EQ4-X	lncRNA	protein
2ZKQ-C	2ZKQ-D	lncRNA	protein
2QBK-B	2QBK-6	lncRNA	protein
1P85-0	1P85-A	lncRNA	protein
