source_node	target_node	Source Node Attribute	Target Node Attribute
n338931	Q9H9G7	lncRNA	protein
n338931	Q9HCK5	lncRNA	protein
n338931	Q9NZI8	lncRNA	protein
n338931	Q9UKV8	lncRNA	protein
n338931	Q9UL18	lncRNA	protein
n338931	Q9Y6M1	lncRNA	protein
n338932	Q13148	lncRNA	protein
n338960	Q9NZI8	lncRNA	protein
n338964	Q07955	lncRNA	protein
n338964	Q9Y6M1	lncRNA	protein
n338976	Q13148	lncRNA	protein
n338976	Q15717	lncRNA	protein
n338984	Q07955	lncRNA	protein
n338989	Q13148	lncRNA	protein
n338991	Q07955	lncRNA	protein
n338991	Q15717	lncRNA	protein
n338991	Q9UKV8	lncRNA	protein
n339003	B7ZL34	lncRNA	protein
n339003	O00425	lncRNA	protein
n339003	P35637	lncRNA	protein
n339003	Q15717	lncRNA	protein
n339003	Q8NDV7	lncRNA	protein
n339003	Q9H9G7	lncRNA	protein
n339003	Q9HCE1	lncRNA	protein
n339003	Q9HCJ0	lncRNA	protein
n339003	Q9HCK5	lncRNA	protein
n339003	Q9NZI8	lncRNA	protein
n339003	Q9UKV8	lncRNA	protein
n339003	Q9UL18	lncRNA	protein
n339003	Q9UPQ9	lncRNA	protein
n339003	Q9Y6M1	lncRNA	protein
n339035	Q15717	lncRNA	protein
n339036	Q13148	lncRNA	protein
n339038	O00425	lncRNA	protein
n339038	Q15717	lncRNA	protein
n339038	Q9Y6M1	lncRNA	protein
n339049	P31483	lncRNA	protein
n339052	Q15717	lncRNA	protein
n339052	Q9NZI8	lncRNA	protein
n339055	Q15717	lncRNA	protein
n339061	Q15717	lncRNA	protein
n339063	Q13148	lncRNA	protein
n339069	O43251	lncRNA	protein
n339073	Q13148	lncRNA	protein
n339073	Q15717	lncRNA	protein
n339084	Q15717	lncRNA	protein
n339084	Q9NZI8	lncRNA	protein
n339087	B7ZL34	lncRNA	protein
n339087	O00425	lncRNA	protein
n339087	Q49AS9	lncRNA	protein
n339087	Q9Y6M1	lncRNA	protein
n339095	B7ZL34	lncRNA	protein
n339096	O00425	lncRNA	protein
n339096	Q15717	lncRNA	protein
n339096	Q9NZI8	lncRNA	protein
n339096	Q9Y6M1	lncRNA	protein
n339106	Q49AS9	lncRNA	protein
n339112	Q49AS9	lncRNA	protein
n339118	O00425	lncRNA	protein
n339118	Q15717	lncRNA	protein
n339118	Q49AS9	lncRNA	protein
n339119	B7ZL34	lncRNA	protein
n339119	O00425	lncRNA	protein
n339119	P35637	lncRNA	protein
n339119	Q01844	lncRNA	protein
n339119	Q15717	lncRNA	protein
n339119	Q9Y6M1	lncRNA	protein
n339128	O00425	lncRNA	protein
n339128	Q13148	lncRNA	protein
n339128	Q15717	lncRNA	protein
n339129	O00425	lncRNA	protein
n339129	Q13148	lncRNA	protein
n339129	Q15717	lncRNA	protein
n339129	Q9NZI8	lncRNA	protein
n339129	Q9UKV8	lncRNA	protein
n339129	Q9Y6M1	lncRNA	protein
n339146	Q07955	lncRNA	protein
n339156	P31483	lncRNA	protein
n339156	Q15717	lncRNA	protein
n339156	Q9H9G7	lncRNA	protein
n339156	Q9HCK5	lncRNA	protein
n339156	Q9UKV8	lncRNA	protein
n339156	Q9UL18	lncRNA	protein
n339158	P35637	lncRNA	protein
n339158	Q01844	lncRNA	protein
n339158	Q15717	lncRNA	protein
n339158	Q49AS9	lncRNA	protein
n339179	P35637	lncRNA	protein
n339187	Q13148	lncRNA	protein
n339188	O00425	lncRNA	protein
n339188	P35637	lncRNA	protein
n339188	Q15717	lncRNA	protein
n339189	Q9NZI8	lncRNA	protein
n339199	Q9NZI8	lncRNA	protein
n339210	Q07955	lncRNA	protein
n339212	Q13148	lncRNA	protein
n339216	Q01844	lncRNA	protein
n339216	Q15717	lncRNA	protein
n339223	Q9NZI8	lncRNA	protein
n339223	Q9Y6M1	lncRNA	protein
n339226	P26599	lncRNA	protein
n339234	Q15717	lncRNA	protein
n339250	O00425	lncRNA	protein
n339254	Q13148	lncRNA	protein
n339255	O00425	lncRNA	protein
n339255	Q15717	lncRNA	protein
n339255	Q9NZI8	lncRNA	protein
n339255	Q9Y6M1	lncRNA	protein
n339263	P26599	lncRNA	protein
n339264	O00425	lncRNA	protein
n339264	Q15717	lncRNA	protein
n339264	Q96PU8	lncRNA	protein
n339282	O00425	lncRNA	protein
n339282	Q9HCE1	lncRNA	protein
n339282	Q9NZI8	lncRNA	protein
n339282	Q9Y6M1	lncRNA	protein
n339289	Q15717	lncRNA	protein
n339289	Q8NDV7	lncRNA	protein
n339289	Q9HCJ0	lncRNA	protein
n339289	Q9UPQ9	lncRNA	protein
n339293	P26599	lncRNA	protein
n339300	P26599	lncRNA	protein
n339304	O00425	lncRNA	protein
n339304	Q9Y6M1	lncRNA	protein
n339305	O00425	lncRNA	protein
n339305	P31483	lncRNA	protein
n339305	P35637	lncRNA	protein
n339305	Q15717	lncRNA	protein
n339305	Q9NZI8	lncRNA	protein
n339305	Q9Y6M1	lncRNA	protein
n339306	Q13148	lncRNA	protein
n339307	Q9NZI8	lncRNA	protein
n339315	Q13148	lncRNA	protein
n339333	Q13148	lncRNA	protein
n339341	B7ZL34	lncRNA	protein
n339341	Q15717	lncRNA	protein
n339341	Q9Y6M1	lncRNA	protein
n339347	O00425	lncRNA	protein
n339347	Q15717	lncRNA	protein
n339347	Q9NZI8	lncRNA	protein
n339347	Q9Y6M1	lncRNA	protein
n339349	Q13148	lncRNA	protein
n339363	Q49AS9	lncRNA	protein
n339365	Q15717	lncRNA	protein
n339370	O00425	lncRNA	protein
n339370	Q15717	lncRNA	protein
n339370	Q9NZI8	lncRNA	protein
n339370	Q9Y6M1	lncRNA	protein
n339379	Q13148	lncRNA	protein
n339380	O00425	lncRNA	protein
n339384	P26599	lncRNA	protein
n339386	P26599	lncRNA	protein
n339388	Q15717	lncRNA	protein
n339390	Q15717	lncRNA	protein
n339393	P35637	lncRNA	protein
n339410	O00425	lncRNA	protein
n339419	P31483	lncRNA	protein
n339419	Q13148	lncRNA	protein
n339419	Q15717	lncRNA	protein
n339419	Q49AS9	lncRNA	protein
n339421	P26599	lncRNA	protein
n339421	Q13148	lncRNA	protein
n339421	Q15717	lncRNA	protein
n339431	Q15717	lncRNA	protein
n339432	Q8NDV7	lncRNA	protein
n339432	Q96PU8	lncRNA	protein
n339432	Q9HCJ0	lncRNA	protein
n339432	Q9UPQ9	lncRNA	protein
n339434	P31483	lncRNA	protein
n339434	Q15717	lncRNA	protein
n339434	Q49AS9	lncRNA	protein
n339435	Q15717	lncRNA	protein
n339446	Q15717	lncRNA	protein
n339451	P35637	lncRNA	protein
n339451	Q13148	lncRNA	protein
n339451	Q15717	lncRNA	protein
n339456	O00425	lncRNA	protein
n339461	B7ZL34	lncRNA	protein
n339461	P35637	lncRNA	protein
n339461	Q15717	lncRNA	protein
n339461	Q86X94	lncRNA	protein
n339464	Q96PU8	lncRNA	protein
n339468	Q49AS9	lncRNA	protein
n339486	O00425	lncRNA	protein
n339486	P35637	lncRNA	protein
n339490	Q15717	lncRNA	protein
n339517	P26599	lncRNA	protein
n339517	P35637	lncRNA	protein
n339518	O00425	lncRNA	protein
n339518	Q15717	lncRNA	protein
n339518	Q49AS9	lncRNA	protein
n339518	Q9H9G7	lncRNA	protein
n339518	Q9HCE1	lncRNA	protein
n339518	Q9HCK5	lncRNA	protein
n339518	Q9UKV8	lncRNA	protein
n339518	Q9UL18	lncRNA	protein
n339526	Q13148	lncRNA	protein
n339526	Q9NZI8	lncRNA	protein
n339527	B7ZL34	lncRNA	protein
n339533	Q15717	lncRNA	protein
n339541	Q96PU8	lncRNA	protein
n339541	Q9Y6M1	lncRNA	protein
n339544	O00425	lncRNA	protein
n339544	Q9H9G7	lncRNA	protein
n339544	Q9HCK5	lncRNA	protein
n339544	Q9UKV8	lncRNA	protein
n339544	Q9UL18	lncRNA	protein
n339552	O00425	lncRNA	protein
n339552	Q9NZI8	lncRNA	protein
n339552	Q9Y6M1	lncRNA	protein
n339556	P26599	lncRNA	protein
n339558	O00425	lncRNA	protein
n339558	P31483	lncRNA	protein
n339558	Q15717	lncRNA	protein
n339558	Q49AS9	lncRNA	protein
n339558	Q9Y6M1	lncRNA	protein
n339567	O00425	lncRNA	protein
n339567	Q15717	lncRNA	protein
n339579	B7ZL34	lncRNA	protein
n339583	P26599	lncRNA	protein
n339588	P26599	lncRNA	protein
n339595	Q96PU8	lncRNA	protein
n339597	O00425	lncRNA	protein
n339597	P35637	lncRNA	protein
n339597	Q49AS9	lncRNA	protein
n339602	Q9Y6M1	lncRNA	protein
n339622	O00425	lncRNA	protein
n339622	Q15717	lncRNA	protein
n339622	Q9H9G7	lncRNA	protein
n339622	Q9HCK5	lncRNA	protein
n339622	Q9UKV8	lncRNA	protein
n339622	Q9UL18	lncRNA	protein
n339627	O00425	lncRNA	protein
n339627	Q15717	lncRNA	protein
n339627	Q9Y6M1	lncRNA	protein
n339634	Q01844	lncRNA	protein
n339635	Q15717	lncRNA	protein
n339636	Q15717	lncRNA	protein
n339642	B7ZL34	lncRNA	protein
n339642	O00425	lncRNA	protein
n339642	P31483	lncRNA	protein
n339642	P35637	lncRNA	protein
n339642	Q15717	lncRNA	protein
n339642	Q9Y6M1	lncRNA	protein
n339646	B7ZL34	lncRNA	protein
n339646	O00425	lncRNA	protein
n339646	Q13148	lncRNA	protein
n339646	Q15717	lncRNA	protein
n339646	Q96PU8	lncRNA	protein
n339646	Q9H9G7	lncRNA	protein
n339646	Q9HCE1	lncRNA	protein
n339646	Q9HCK5	lncRNA	protein
n339646	Q9NZI8	lncRNA	protein
n339646	Q9UKV8	lncRNA	protein
n339646	Q9UL18	lncRNA	protein
n339646	Q9Y6M1	lncRNA	protein
n339651	Q15717	lncRNA	protein
n339651	Q9Y6M1	lncRNA	protein
n339667	O00425	lncRNA	protein
n339667	Q01844	lncRNA	protein
n339671	O00425	lncRNA	protein
n339671	P35637	lncRNA	protein
n339671	Q9NZI8	lncRNA	protein
n339673	P31483	lncRNA	protein
n339673	Q15717	lncRNA	protein
n339673	Q49AS9	lncRNA	protein
n339683	Q15717	lncRNA	protein
n339686	Q96PU8	lncRNA	protein
n339701	O00425	lncRNA	protein
n339701	Q15717	lncRNA	protein
n339701	Q9Y6M1	lncRNA	protein
n339702	P35637	lncRNA	protein
n339702	Q01844	lncRNA	protein
n339702	Q15717	lncRNA	protein
n339702	Q9NZI8	lncRNA	protein
n339702	Q9Y6M1	lncRNA	protein
n339715	O00425	lncRNA	protein
n339715	Q13148	lncRNA	protein
n339727	Q07955	lncRNA	protein
n339736	O00425	lncRNA	protein
n339736	P31483	lncRNA	protein
n339736	Q15717	lncRNA	protein
n339741	P35637	lncRNA	protein
n339741	Q15717	lncRNA	protein
n339762	Q49AS9	lncRNA	protein
n339768	P26599	lncRNA	protein
n339774	P26599	lncRNA	protein
n339786	Q15717	lncRNA	protein
n339798	P26599	lncRNA	protein
n339824	O00425	lncRNA	protein
n339828	O00425	lncRNA	protein
n339828	Q9H9G7	lncRNA	protein
n339828	Q9HCK5	lncRNA	protein
n339828	Q9UKV8	lncRNA	protein
n339828	Q9UL18	lncRNA	protein
n339828	Q9Y6M1	lncRNA	protein
n339833	O00425	lncRNA	protein
n339833	P31483	lncRNA	protein
n339833	P35637	lncRNA	protein
n339833	Q01844	lncRNA	protein
n339833	Q13148	lncRNA	protein
n339833	Q15717	lncRNA	protein
n339833	Q49AS9	lncRNA	protein
n339833	Q9NZI8	lncRNA	protein
n339833	Q9Y6M1	lncRNA	protein
n339847	O00425	lncRNA	protein
n339847	Q15717	lncRNA	protein
n339849	O00425	lncRNA	protein
n339849	Q15717	lncRNA	protein
n339856	P26599	lncRNA	protein
n339857	Q13148	lncRNA	protein
n339861	P35637	lncRNA	protein
n339861	Q15717	lncRNA	protein
n339862	O00425	lncRNA	protein
n339862	P26599	lncRNA	protein
n339862	Q13148	lncRNA	protein
n339862	Q15717	lncRNA	protein
n339862	Q96PU8	lncRNA	protein
n339865	P31483	lncRNA	protein
n339865	Q49AS9	lncRNA	protein
n339878	Q01844	lncRNA	protein
n339886	O00425	lncRNA	protein
n339886	Q15717	lncRNA	protein
n339886	Q9NZI8	lncRNA	protein
n339886	Q9Y6M1	lncRNA	protein
n339888	Q13148	lncRNA	protein
n339893	Q9H9G7	lncRNA	protein
n339893	Q9HCK5	lncRNA	protein
n339893	Q9UKV8	lncRNA	protein
n339893	Q9UL18	lncRNA	protein
n339897	P35637	lncRNA	protein
n339897	Q01844	lncRNA	protein
n339897	Q15717	lncRNA	protein
n339897	Q9H9G7	lncRNA	protein
n339897	Q9HCK5	lncRNA	protein
n339897	Q9UKV8	lncRNA	protein
n339897	Q9UL18	lncRNA	protein
n339901	O00425	lncRNA	protein
n339901	Q9NZI8	lncRNA	protein
n339901	Q9Y6M1	lncRNA	protein
n339911	Q13148	lncRNA	protein
n339920	Q8NDV7	lncRNA	protein
n339920	Q9H9G7	lncRNA	protein
n339920	Q9HCJ0	lncRNA	protein
n339920	Q9HCK5	lncRNA	protein
n339920	Q9UKV8	lncRNA	protein
n339920	Q9UL18	lncRNA	protein
n339920	Q9UPQ9	lncRNA	protein
n339925	Q15717	lncRNA	protein
n339930	O00425	lncRNA	protein
n339930	Q9NZI8	lncRNA	protein
n339930	Q9Y6M1	lncRNA	protein
n339936	Q13148	lncRNA	protein
n339948	P35637	lncRNA	protein
n339966	O00425	lncRNA	protein
n339966	Q15717	lncRNA	protein
n339966	Q9NZI8	lncRNA	protein
n339966	Q9UKV8	lncRNA	protein
n339966	Q9Y6M1	lncRNA	protein
n339970	Q15717	lncRNA	protein
n339975	Q15717	lncRNA	protein
n339976	O00425	lncRNA	protein
n339976	Q15717	lncRNA	protein
n339976	Q9Y6M1	lncRNA	protein
n339984	Q9NZI8	lncRNA	protein
n339984	Q9Y6M1	lncRNA	protein
n339986	P35637	lncRNA	protein
n339986	Q07955	lncRNA	protein
n339986	Q15717	lncRNA	protein
n339990	Q15717	lncRNA	protein
n339993	O00425	lncRNA	protein
n339993	Q9NZI8	lncRNA	protein
n340002	P26599	lncRNA	protein
n340002	P35637	lncRNA	protein
n340002	Q15717	lncRNA	protein
n340006	Q15717	lncRNA	protein
n340007	P26599	lncRNA	protein
n340008	Q13148	lncRNA	protein
n340008	Q15717	lncRNA	protein
n340009	O00425	lncRNA	protein
n340009	P35637	lncRNA	protein
n340009	Q15717	lncRNA	protein
n340009	Q9NZI8	lncRNA	protein
n340009	Q9Y6M1	lncRNA	protein
n340011	B7ZL34	lncRNA	protein
n340011	O00425	lncRNA	protein
n340011	P35637	lncRNA	protein
n340011	Q07955	lncRNA	protein
n340011	Q15717	lncRNA	protein
n340011	Q49AS9	lncRNA	protein
n340011	Q9H9G7	lncRNA	protein
n340011	Q9HCK5	lncRNA	protein
n340011	Q9NZI8	lncRNA	protein
n340011	Q9UKV8	lncRNA	protein
n340011	Q9UL18	lncRNA	protein
n340011	Q9Y6M1	lncRNA	protein
n340028	O00425	lncRNA	protein
n340028	Q13148	lncRNA	protein
n340028	Q15717	lncRNA	protein
n340028	Q8NDV7	lncRNA	protein
n340028	Q9HCJ0	lncRNA	protein
n340028	Q9UPQ9	lncRNA	protein
n340032	Q13148	lncRNA	protein
n340037	P26599	lncRNA	protein
n340037	Q15717	lncRNA	protein
n340048	O00425	lncRNA	protein
n340048	Q15717	lncRNA	protein
n340048	Q9Y6M1	lncRNA	protein
n340049	O00425	lncRNA	protein
n340049	P31483	lncRNA	protein
n340049	P35637	lncRNA	protein
n340049	Q15717	lncRNA	protein
n340049	Q49AS9	lncRNA	protein
n340049	Q86X94	lncRNA	protein
n340049	Q9NZI8	lncRNA	protein
n340049	Q9UKV8	lncRNA	protein
n340049	Q9Y6M1	lncRNA	protein
n340053	P26599	lncRNA	protein
n340066	Q15717	lncRNA	protein
n340068	O00425	lncRNA	protein
n340068	Q07955	lncRNA	protein
n340068	Q9NZI8	lncRNA	protein
n340070	O00425	lncRNA	protein
n340070	Q01844	lncRNA	protein
n340075	P31483	lncRNA	protein
n340075	Q15717	lncRNA	protein
n340075	Q49AS9	lncRNA	protein
n340076	Q13148	lncRNA	protein
n340094	Q15717	lncRNA	protein
n340100	O00425	lncRNA	protein
n340108	O00425	lncRNA	protein
n340108	P31483	lncRNA	protein
n340108	P35637	lncRNA	protein
n340108	Q01844	lncRNA	protein
n340108	Q15717	lncRNA	protein
n340108	Q49AS9	lncRNA	protein
n340108	Q86X94	lncRNA	protein
n340108	Q9HCE1	lncRNA	protein
n340108	Q9NZI8	lncRNA	protein
n340108	Q9Y6M1	lncRNA	protein
n340115	O00425	lncRNA	protein
n340115	P31483	lncRNA	protein
n340115	P35637	lncRNA	protein
n340115	Q01844	lncRNA	protein
n340115	Q9H9G7	lncRNA	protein
n340115	Q9HCE1	lncRNA	protein
n340115	Q9HCK5	lncRNA	protein
n340115	Q9NZI8	lncRNA	protein
n340115	Q9UKV8	lncRNA	protein
n340115	Q9UL18	lncRNA	protein
n340115	Q9Y6M1	lncRNA	protein
n340127	Q49AS9	lncRNA	protein
n340129	P35637	lncRNA	protein
n340144	Q13148	lncRNA	protein
n340144	Q15717	lncRNA	protein
n340156	O00425	lncRNA	protein
n340156	P35637	lncRNA	protein
n340156	Q15717	lncRNA	protein
n340156	Q8NDV7	lncRNA	protein
n340156	Q9HCJ0	lncRNA	protein
n340156	Q9UPQ9	lncRNA	protein
n340156	Q9Y6M1	lncRNA	protein
n340157	Q15717	lncRNA	protein
n340159	Q13148	lncRNA	protein
n340164	Q13148	lncRNA	protein
n340183	B7ZL34	lncRNA	protein
n340189	Q15717	lncRNA	protein
n340190	Q01844	lncRNA	protein
n340191	Q13148	lncRNA	protein
n340200	O00425	lncRNA	protein
n340200	P35637	lncRNA	protein
n340203	P31483	lncRNA	protein
n340203	Q15717	lncRNA	protein
n340203	Q86X94	lncRNA	protein
n340203	Q9HCE1	lncRNA	protein
n340203	Q9UKV8	lncRNA	protein
n340205	Q9Y6M1	lncRNA	protein
n340208	O00425	lncRNA	protein
n340209	O00425	lncRNA	protein
n340209	Q9Y6M1	lncRNA	protein
n340210	O00425	lncRNA	protein
n340210	Q9NZI8	lncRNA	protein
n340212	B7ZL34	lncRNA	protein
n340212	Q15717	lncRNA	protein
n340212	Q9NZI8	lncRNA	protein
n340232	P35637	lncRNA	protein
n340233	Q96PU8	lncRNA	protein
n340233	Q9H9G7	lncRNA	protein
n340233	Q9HCK5	lncRNA	protein
n340233	Q9UKV8	lncRNA	protein
n340233	Q9UL18	lncRNA	protein
n340234	Q13148	lncRNA	protein
n340240	O00425	lncRNA	protein
n340240	P31483	lncRNA	protein
n340240	Q15717	lncRNA	protein
n340240	Q49AS9	lncRNA	protein
n340240	Q8NDV7	lncRNA	protein
n340240	Q9HCE1	lncRNA	protein
n340240	Q9HCJ0	lncRNA	protein
n340240	Q9NZI8	lncRNA	protein
n340240	Q9UPQ9	lncRNA	protein
n340240	Q9Y6M1	lncRNA	protein
n340248	O00425	lncRNA	protein
n340248	Q15717	lncRNA	protein
n340248	Q9H9G7	lncRNA	protein
n340248	Q9HCK5	lncRNA	protein
n340248	Q9UKV8	lncRNA	protein
n340248	Q9UL18	lncRNA	protein
n340251	Q13148	lncRNA	protein
n340251	Q15717	lncRNA	protein
n340258	Q13148	lncRNA	protein
n340258	Q15717	lncRNA	protein
n340269	P26599	lncRNA	protein
n340270	P26599	lncRNA	protein
n340270	Q15717	lncRNA	protein
n340274	Q07955	lncRNA	protein
n340277	Q01844	lncRNA	protein
n340286	Q9NZI8	lncRNA	protein
n340286	Q9Y6M1	lncRNA	protein
n340290	B7ZL34	lncRNA	protein
n340290	O00425	lncRNA	protein
n340290	Q07955	lncRNA	protein
n340290	Q9H9G7	lncRNA	protein
n340290	Q9HCK5	lncRNA	protein
n340290	Q9NZI8	lncRNA	protein
n340290	Q9UKV8	lncRNA	protein
n340290	Q9UL18	lncRNA	protein
n340290	Q9Y6M1	lncRNA	protein
n340301	Q13148	lncRNA	protein
n340309	Q13148	lncRNA	protein
n340312	P31483	lncRNA	protein
n340312	Q49AS9	lncRNA	protein
n340317	O00425	lncRNA	protein
n340320	Q15717	lncRNA	protein
n340398	P26599	lncRNA	protein
n340398	Q13148	lncRNA	protein
n340425	Q15717	lncRNA	protein
n340425	Q9UKV8	lncRNA	protein
n340444	P31483	lncRNA	protein
n340444	Q49AS9	lncRNA	protein
n340472	O00425	lncRNA	protein
n340472	Q15717	lncRNA	protein
n340474	O00425	lncRNA	protein
n340474	P35637	lncRNA	protein
n340474	Q01844	lncRNA	protein
n340474	Q15717	lncRNA	protein
n340474	Q49AS9	lncRNA	protein
n340474	Q86X94	lncRNA	protein
n340474	Q9NZI8	lncRNA	protein
n340474	Q9Y6M1	lncRNA	protein
n340475	O00425	lncRNA	protein
n340475	P35637	lncRNA	protein
n340475	Q13148	lncRNA	protein
n340475	Q15717	lncRNA	protein
n340475	Q8NDV7	lncRNA	protein
n340475	Q9HCJ0	lncRNA	protein
n340475	Q9NZI8	lncRNA	protein
n340475	Q9UPQ9	lncRNA	protein
n340475	Q9Y6M1	lncRNA	protein
n340495	P35637	lncRNA	protein
n340509	B7ZL34	lncRNA	protein
n340509	O00425	lncRNA	protein
n340509	P35637	lncRNA	protein
n340509	Q07955	lncRNA	protein
n340509	Q15717	lncRNA	protein
n340509	Q49AS9	lncRNA	protein
n340509	Q9H9G7	lncRNA	protein
n340509	Q9HCE1	lncRNA	protein
n340509	Q9HCK5	lncRNA	protein
n340509	Q9NZI8	lncRNA	protein
n340509	Q9UKV8	lncRNA	protein
n340509	Q9UL18	lncRNA	protein
n340509	Q9Y6M1	lncRNA	protein
n340517	Q9Y6M1	lncRNA	protein
n340521	O00425	lncRNA	protein
n340521	Q15717	lncRNA	protein
n340522	P35637	lncRNA	protein
n340522	Q15717	lncRNA	protein
n340523	O00425	lncRNA	protein
n340523	P26599	lncRNA	protein
n340523	Q15717	lncRNA	protein
n340523	Q9H9G7	lncRNA	protein
n340523	Q9HCK5	lncRNA	protein
n340523	Q9UKV8	lncRNA	protein
n340523	Q9UL18	lncRNA	protein
n340523	Q9Y6M1	lncRNA	protein
n340529	O00425	lncRNA	protein
n340529	P31483	lncRNA	protein
n340529	P35637	lncRNA	protein
n340529	Q01844	lncRNA	protein
n340529	Q13148	lncRNA	protein
n340529	Q15717	lncRNA	protein
n340529	Q49AS9	lncRNA	protein
n340529	Q9H9G7	lncRNA	protein
n340529	Q9HCE1	lncRNA	protein
n340529	Q9HCK5	lncRNA	protein
n340529	Q9NZI8	lncRNA	protein
n340529	Q9UKV8	lncRNA	protein
n340529	Q9UL18	lncRNA	protein
n340529	Q9Y6M1	lncRNA	protein
n340535	O00425	lncRNA	protein
n340535	Q13148	lncRNA	protein
n340537	O00425	lncRNA	protein
n340537	Q9NZI8	lncRNA	protein
n340540	P35637	lncRNA	protein
n340540	Q15717	lncRNA	protein
n340549	B7ZL34	lncRNA	protein
n340549	O00425	lncRNA	protein
n340549	P31483	lncRNA	protein
n340549	P35637	lncRNA	protein
n340549	Q15717	lncRNA	protein
n340549	Q49AS9	lncRNA	protein
n340549	Q9H9G7	lncRNA	protein
n340549	Q9HCE1	lncRNA	protein
n340549	Q9HCK5	lncRNA	protein
n340549	Q9UKV8	lncRNA	protein
n340549	Q9UL18	lncRNA	protein
n340549	Q9Y6M1	lncRNA	protein
n340562	Q13148	lncRNA	protein
n340565	O00425	lncRNA	protein
n340567	Q15717	lncRNA	protein
n340576	Q8NDV7	lncRNA	protein
n340576	Q9HCJ0	lncRNA	protein
n340576	Q9UPQ9	lncRNA	protein
n340578	Q9NZI8	lncRNA	protein
n340578	Q9Y6M1	lncRNA	protein
n340586	O00425	lncRNA	protein
n340586	P35637	lncRNA	protein
n340586	Q01844	lncRNA	protein
n340586	Q15717	lncRNA	protein
n340586	Q9NZI8	lncRNA	protein
n340586	Q9Y6M1	lncRNA	protein
n340594	P35637	lncRNA	protein
n340594	Q9NZI8	lncRNA	protein
n340599	P26599	lncRNA	protein
n340604	O00425	lncRNA	protein
n340604	P31483	lncRNA	protein
n340604	Q01844	lncRNA	protein
n340604	Q07955	lncRNA	protein
n340604	Q15717	lncRNA	protein
n340604	Q9Y6M1	lncRNA	protein
n340626	P31483	lncRNA	protein
n340626	Q15717	lncRNA	protein
n340626	Q49AS9	lncRNA	protein
n340638	Q13148	lncRNA	protein
n340639	Q15717	lncRNA	protein
n340642	Q13148	lncRNA	protein
n340648	Q07955	lncRNA	protein
n340652	O00425	lncRNA	protein
n340684	Q13148	lncRNA	protein
n340697	O00425	lncRNA	protein
n340697	Q07955	lncRNA	protein
n340697	Q9NZI8	lncRNA	protein
n340697	Q9Y6M1	lncRNA	protein
n340715	P26599	lncRNA	protein
n340728	Q15717	lncRNA	protein
n340734	P26599	lncRNA	protein
n340734	Q15717	lncRNA	protein
n340742	P26599	lncRNA	protein
n340748	O00425	lncRNA	protein
n340748	P31483	lncRNA	protein
n340748	P35637	lncRNA	protein
n340748	Q01844	lncRNA	protein
n340748	Q07955	lncRNA	protein
n340748	Q15717	lncRNA	protein
n340748	Q49AS9	lncRNA	protein
n340748	Q8NDV7	lncRNA	protein
n340748	Q9H9G7	lncRNA	protein
n340748	Q9HCJ0	lncRNA	protein
n340748	Q9HCK5	lncRNA	protein
n340748	Q9NZI8	lncRNA	protein
n340748	Q9UKV8	lncRNA	protein
n340748	Q9UL18	lncRNA	protein
n340748	Q9UPQ9	lncRNA	protein
n340748	Q9Y6M1	lncRNA	protein
n340753	O00425	lncRNA	protein
n340753	Q15717	lncRNA	protein
n340754	O00425	lncRNA	protein
n340754	P26599	lncRNA	protein
n340754	Q15717	lncRNA	protein
n340754	Q9HCE1	lncRNA	protein
n340754	Q9NZI8	lncRNA	protein
n340754	Q9Y6M1	lncRNA	protein
n340755	Q15717	lncRNA	protein
n340756	Q9Y6M1	lncRNA	protein
n340761	Q96PU8	lncRNA	protein
n340770	Q15717	lncRNA	protein
n340775	Q15717	lncRNA	protein
n340779	Q15717	lncRNA	protein
n340781	Q15717	lncRNA	protein
n340783	Q07955	lncRNA	protein
n340788	Q15717	lncRNA	protein
n340793	O00425	lncRNA	protein
n340793	P31483	lncRNA	protein
n340793	Q15717	lncRNA	protein
n340793	Q96PU8	lncRNA	protein
n340794	O00425	lncRNA	protein
n340794	Q9Y6M1	lncRNA	protein
n340814	Q13148	lncRNA	protein
n340820	P31483	lncRNA	protein
n340820	Q49AS9	lncRNA	protein
n340835	Q15717	lncRNA	protein
n340836	Q15717	lncRNA	protein
n340836	Q49AS9	lncRNA	protein
n340848	P26599	lncRNA	protein
n340852	B7ZL34	lncRNA	protein
n340852	O00425	lncRNA	protein
n340852	P31483	lncRNA	protein
n340852	Q15717	lncRNA	protein
n340852	Q9H9G7	lncRNA	protein
n340852	Q9HCE1	lncRNA	protein
n340852	Q9HCK5	lncRNA	protein
n340852	Q9UKV8	lncRNA	protein
n340852	Q9UL18	lncRNA	protein
n340852	Q9Y6M1	lncRNA	protein
n340858	Q96PU8	lncRNA	protein
n340862	Q07955	lncRNA	protein
n340870	Q13148	lncRNA	protein
n340880	Q15717	lncRNA	protein
n340880	Q9Y6M1	lncRNA	protein
n340887	P26599	lncRNA	protein
n340901	O00425	lncRNA	protein
n340901	P35637	lncRNA	protein
n340901	Q15717	lncRNA	protein
n340901	Q96PU8	lncRNA	protein
n340901	Q9Y6M1	lncRNA	protein
n340903	O00425	lncRNA	protein
n340903	P26599	lncRNA	protein
n340903	Q13148	lncRNA	protein
n340903	Q15717	lncRNA	protein
n340903	Q9NZI8	lncRNA	protein
n340903	Q9Y6M1	lncRNA	protein
n340904	Q01844	lncRNA	protein
n340904	Q15717	lncRNA	protein
